Game Details,,,,,,,,,,,Match Details,,,,,,,,Overall Standings,,,,,,,,,,,,,Share the link ~~~>,,https://bit.ly/3sBKa1R,,
4,Wk 1,3,Control,Tuscan,OpTic,3,Rokkr,0,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,4,Hardpoint,Berlin,OpTic,236,Rokkr,250,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,1,Hardpoint,Gavutu,Thieves,250,Breach,195,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,2,SnD,Berlin,Thieves,6,Breach,2,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,3,Control,Gavutu,Thieves,3,Breach,1,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,1,Hardpoint,Bocage,Surge,250,Legion,152,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,2,SnD,Berlin,Surge,6,Legion,4,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,3,Control,Berlin,Surge,3,Legion,1,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,1,Hardpoint,Tuscan,Mutineers,250,Rokkr,246,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,2,SnD,Bocage,Mutineers,6,Rokkr,2,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,3,Control,Tuscan,Mutineers,3,Rokkr,2,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,1,Hardpoint,Gavutu,Thieves,250,FaZe,128,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,2,SnD,Berlin,Thieves,0,FaZe,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,3,Control,Tuscan,Thieves,3,FaZe,2,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,4,Hardpoint,Tuscan,Thieves,185,FaZe,250,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 1,5,SnD,Bocage,Thieves,0,FaZe,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Gavutu,FaZe,250,Ultra,136,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Tuscan,FaZe,6,Ultra,2,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Gavutu,FaZe,3,Ultra,2,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Tuscan,Rokkr,187,Royal Ravens,250,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Desert Siege,Rokkr,5,Royal Ravens,6,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Tuscan,Rokkr,3,Royal Ravens,2,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,4,Hardpoint,Berlin,Rokkr,230,Royal Ravens,250,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Bocage,Breach,250,Surge,202,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Tuscan,Breach,3,Surge,6,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Tuscan,Breach,3,Surge,0,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,4,Hardpoint,Berlin,Breach,250,Surge,214,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Tuscan,Royal Ravens,250,Mutineers,104,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Bocage,Royal Ravens,6,Mutineers,5,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Tuscan,Royal Ravens,2,Mutineers,3,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,4,Hardpoint,Berlin,Royal Ravens,250,Mutineers,159,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Bocage,Legion,197,OpTic,239,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Tuscan,Legion,2,OpTic,6,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Tuscan,Legion,3,OpTic,1,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,4,Hardpoint,Berlin,Legion,190,OpTic,250,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Bocage,Surge,201,Subliners,250,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Desert Siege,Surge,1,Subliners,6,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Tuscan,Surge,3,Subliners,2,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,4,Hardpoint,Berlin,Surge,236,Subliners,250,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Bocage,Guerrillas,250,FaZe,206,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Berlin,Guerrillas,4,FaZe,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Tuscan,Guerrillas,3,FaZe,1,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,4,Hardpoint,Berlin,Guerrillas,250,FaZe,241,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Bocage,Breach,201,Guerrillas,185,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Bocage,Breach,3,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Tuscan,Breach,3,Guerrillas,1,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,4,Hardpoint,Berlin,Breach,250,Guerrillas,146,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Tuscan,Thieves,250,Legion,226,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Tuscan,Thieves,6,Legion,3,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Gavutu,Thieves,3,Legion,0,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,1,Hardpoint,Bocage,OpTic,171,Subliners,250,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,2,SnD,Bocage,OpTic,6,Subliners,2,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,3,Control,Berlin,OpTic,0,Subliners,3,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 2,4,Hardpoint,Berlin,OpTic,168,Subliners,250,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Gavutu,FaZe,247,Royal Ravens,250,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Bocage,FaZe,4,Royal Ravens,6,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Berlin,FaZe,3,Royal Ravens,0,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Tuscan,FaZe,240,Royal Ravens,250,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Tuscan,Legion,250,Mutineers,177,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Berlin,Legion,3,Mutineers,6,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Tuscan,Legion,3,Mutineers,0,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Berlin,Legion,228,Mutineers,250,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,5,SnD,Desert Siege,Legion,4,Mutineers,6,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Bocage,Rokkr,250,Surge,241,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Desert Siege,Rokkr,6,Surge,3,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Tuscan,Rokkr,2,Surge,3,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Berlin,Rokkr,117,Surge,250,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,5,SnD,Tuscan,Rokkr,6,Surge,4,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Bocage,Legion,167,Rokkr,250,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Tuscan,Legion,6,Rokkr,5,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Gavutu,Legion,3,Rokkr,2,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Berlin,Legion,240,Rokkr,250,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,5,SnD,Bocage,Legion,4,Rokkr,6,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Gavutu,Ultra,211,Breach,250,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Desert Siege,Ultra,6,Breach,0,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Gavutu,Ultra,2,Breach,3,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Berlin,Ultra,250,Breach,197,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,5,SnD,Tuscan,Ultra,2,Breach,6,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Tuscan,Mutineers,250,Thieves,195,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Desert Siege,Mutineers,3,Thieves,6,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Gavutu,Mutineers,3,Thieves,2,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Berlin,Mutineers,248,Thieves,250,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,5,SnD,Berlin,Mutineers,6,Thieves,2,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Tuscan,FaZe,250,Surge,224,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Berlin,FaZe,6,Surge,2,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Berlin,FaZe,3,Surge,2,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Tuscan,Royal Ravens,250,Guerrillas,228,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Bocage,Royal Ravens,6,Guerrillas,5,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Tuscan,Royal Ravens,0,Guerrillas,3,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Berlin,Royal Ravens,241,Guerrillas,250,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,5,SnD,Tuscan,Royal Ravens,3,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Bocage,Ultra,169,OpTic,250,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Berlin,Ultra,5,OpTic,6,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Gavutu,Ultra,3,OpTic,1,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Tuscan,Ultra,250,OpTic,198,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,5,SnD,Bocage,Ultra,6,OpTic,4,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,1,Hardpoint,Tuscan,Subliners,250,Thieves,199,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,2,SnD,Tuscan,Subliners,3,Thieves,6,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,3,Control,Berlin,Subliners,2,Thieves,3,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,4,Hardpoint,Berlin,Subliners,250,Thieves,239,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wk 3,5,SnD,Desert Siege,Subliners,3,Thieves,6,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Tuscan,Royal Ravens,250,Ultra,249,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Desert Siege,Royal Ravens,6,Ultra,4,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,Royal Ravens,0,Ultra,3,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Berlin,Royal Ravens,230,Ultra,250,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Bocage,Royal Ravens,2,Ultra,6,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Gavutu,Breach,153,Mutineers,250,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Desert Siege,Breach,2,Mutineers,6,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Gavutu,Breach,3,Mutineers,0,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Berlin,Breach,250,Mutineers,134,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Bocage,Breach,4,Mutineers,6,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,Subliners,204,Rokkr,250,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Tuscan,Subliners,1,Rokkr,6,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Berlin,Subliners,3,Rokkr,0,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Tuscan,Subliners,250,Rokkr,144,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Desert Siege,Subliners,6,Rokkr,4,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Tuscan,Thieves,250,FaZe,148,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Tuscan,Thieves,6,FaZe,2,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,Thieves,2,FaZe,3,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Berlin,Thieves,250,FaZe,174,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,Legion,166,Faze,250,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Tuscan,Legion,6,Faze,5,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,Legion,0,Faze,3,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Tuscan,Legion,250,Faze,235,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Berlin,Legion,2,Faze,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Tuscan,Guerrillas,250,Royal Ravens,189,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Bocage,Guerrillas,3,Royal Ravens,6,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Berlin,Guerrillas,2,Royal Ravens,3,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Berlin,Guerrillas,250,Royal Ravens,191,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Tuscan,Guerrillas,6,Royal Ravens,3,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,Surge,250,Breach,177,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Tuscan,Surge,3,Breach,6,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,Surge,3,Breach,1,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Berlin,Surge,248,Breach,250,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Berlin,Surge,2,Breach,6,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,OpTic,186,Rokkr,250,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Tuscan,OpTic,6,Rokkr,4,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,OpTic,2,Rokkr,3,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Gavutu,OpTic,250,Rokkr,204,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Bocage,OpTic,6,Rokkr,2,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,FaZe,250,Guerrillas,214,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Berlin,FaZe,6,Guerrillas,3,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,FaZe,3,Guerrillas,0,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,Breach,187,OpTic,173,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Tuscan,Breach,2,OpTic,6,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,Breach,1,OpTic,3,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Tuscan,Breach,241,OpTic,250,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Tuscan,Ultra,239,Thieves,250,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Berlin,Ultra,0,Thieves,6,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Berlin,Ultra,0,Thieves,3,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Tuscan,Subliners,250,Mutineers,226,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Berlin,Subliners,6,Mutineers,4,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,Subliners,3,Mutineers,0,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,OpTic,250,Ultra,245,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Berlin,OpTic,4,Ultra,6,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Berlin,OpTic,1,Ultra,3,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Tuscan,OpTic,250,Ultra,179,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Bocage,OpTic,6,Ultra,5,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Gavutu,FaZe,250,Mutineers,180,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Berlin,FaZe,1,Mutineers,6,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,FaZe,3,Mutineers,0,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Tuscan,FaZe,250,Mutineers,195,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Tuscan,Subliners,250,Thieves,176,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Berlin,Subliners,6,Thieves,3,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Berlin,Subliners,0,Thieves,3,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Berlin,Subliners,250,Thieves,235,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,OpTic,186,Faze,250,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Bocage,OpTic,6,Faze,3,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,OpTic,2,Faze,3,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Tuscan,OpTic,147,Faze,250,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Tuscan,FaZe,250,Thieves,207,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Berlin,FaZe,5,Thieves,6,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Tuscan,FaZe,0,Thieves,3,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Berlin,FaZe,207,Thieves,250,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,1,Hardpoint,Bocage,Thieves,205,Subliners,250,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,2,SnD,Desert Siege,Thieves,4,Subliners,6,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,3,Control,Berlin,Thieves,3,Subliners,0,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,4,Hardpoint,Berlin,Thieves,250,Subliners,140,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,5,SnD,Bocage,Thieves,4,Subliners,6,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,6,Control,Gavutu,Thieves,3,Subliners,1,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,7,SnD,Berlin,Thieves,6,Subliners,1,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Major,8,Hardpoint,Tuscan,Thieves,250,Subliners,163,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,